мочь:могла:11.758043 ,кромбыть:11.780991 ,моод:12.035506 ,можетбыть:12.094949999999999 ,узнаетбыть:12.410347 ,смочь:12.427335 ,невозможнотец:12.580504999999999 ,могут:12.669633999999999 ,ка́кать:12.761786 ,нет-с:12.848771 ,придумаю:12.913149 ,..мочь:13.009658000000002 ,можешь:13.045394 ,любитбыть:13.099518 ,смогу:13.123012 ,возможнотец:13.182743 ,вполне:13.238289000000002 ,угоднотец:13.246601 ,мог:13.275496 ,суметь:13.27824 ,могли:13.330734999999999 ,инобыть:13.351590999999999 ,мечталовек:13.382031000000001 ,можем:13.386177 ,некстати:13.401535 ,пудать:13.442453 ,по-божески:13.459697000000002 ,моглотец:13.460373 ,позволять:13.466686999999999 ,другобыть:13.479787
чувствовать:почувствовать:7.75222 ,ощущать:8.631898 ,сознавать:10.510494000000001 ,чувствоваться:10.883588 ,сознать:11.496253 ,ощутить:11.503399 ,чувствовавший:12.236315 ,чувствовавать:12.243044000000001 ,чувствуть:12.246989 ,чуять:12.556926 ,чувствовывать:12.737262 ,ощутиться:12.747084999999998 ,чувствовать:12.888597 ,почувствоваться:12.993355999999999 ,ощущение:13.064172 ,сознающий:13.146005000000002 ,сознает:13.251713000000002 ,измученность:13.326187 ,чувство:13.329217 ,предчувствовать:13.365109 ,отвращенье:13.380371 ,осознавать:13.405426 ,освежять:13.420368 ,понимать:13.455302 ,испытывать:13.467224 ,вытошнить:13.479078000000001 ,напряжать:13.488216 ,нарастающий:13.539127999999998 ,щекотало:13.543970000000002 ,проникаюсь:13.562971000000001
рубль:доллар:9.214301 ,франк:10.038889 ,рублей:10.225454 ,копейка:10.455416 ,руб[ль:10.747545 ,рублевый:10.833969 ,рубловек:10.857632 ,афгань:10.956029000000001 ,иена:11.431072 ,ру[бль:11.454238 ,стерлинг:11.464659 ,процентовент:11.571145999999999 ,миллионута:11.596126 ,гульден:11.610494 ,наторговать:11.656767 ,карбованец:11.661204000000001 ,копункт:11.674697 ,ефимков:11.743829 ,рубласть:11.804832000000001 ,копа:11.806201999999999 ,фунт:11.868262999999999 ,шай:11.874696 ,полтина:11.879021 ,пиястр:11.889036 ,гиня:11.942645 ,долларов:11.964278 ,копеек:11.979232 ,грн:11.986976 ,ливр:12.002731 ,шекель:12.007911
условие:условиях:11.248914 ,условия:11.829772 ,условиям:11.874729 ,условий:12.344149000000002 ,условиями:12.476869 ,обеспечивать:12.816988 ,требованиям:12.84363 ,приспособленность:12.917247 ,благоприятствующий:12.929084 ,продленить:12.94043 ,оптимуй:12.995808 ,создадаться:13.168032 ,требование:13.22812 ,благоприятность:13.253143 ,расчета:13.284751 ,сукцессия:13.315331999999998 ,факторинг:13.340874 ,обеспечение:13.441531999999999 ,сезоннодать:13.449456000000001 ,фактор:13.490549999999999 ,режим:13.51384 ,обеспечивавший:13.533783 ,морфоза:13.544519000000001 ,обуславливать:13.563821 ,пролонгировать:13.594558 ,лесовозобновление:13.617187 ,автономизация:13.626228000000001 ,биотип:13.627101 ,самоустранений:13.632959999999999 ,обстановки:13.668447
взгляд:взор:11.380517 ,взглядомя:11.414412 ,испытующий:11.934175 ,взглядемик:11.944977 ,устремлать:12.793547 ,окидывать:12.843260999999998 ,окинуть:13.051212 ,взглядом:13.305836 ,исподлобья:13.317981 ,глаз:13.491717000000001 ,прищур:13.767307000000002 ,устремленный:13.851917 ,прищура:13.89864 ,переглядывание:13.902408999999999 ,вопрошающий:13.906765 ,укоряющий:13.978378 ,насупившийся:13.981558 ,немигающий:14.002227000000001 ,вопрошавший:14.075973 ,взгляд:14.086152 ,настороженный:14.108692 ,вперить:14.134292 ,нахмуренный:14.149856 ,вошедший:14.170353000000002 ,удивленной:14.17772 ,кивка:14.182538 ,всепонимающий:14.200235 ,прищурять:14.232623 ,потупленный:14.272526 ,взгляды:14.273323
действие:действий:11.461692 ,действия:12.557329 ,действовать:12.572001 ,действиями:13.170542000000001 ,воздействие:13.20167 ,действиях:13.259236999999999 ,действиям:13.409614000000001 ,взаимодействие:13.439878000000002 ,деятельность:13.560293 ,направленный:13.626031000000001 ,действование:13.808323999999999 ,развертывания:13.812439000000001 ,взаимодействуть:13.824897999999997 ,химозин:13.975819000000001 ,разминирований:14.011706000000002 ,мерами:14.014404 ,исполнения:14.014489999999999 ,применение:14.016112999999999 ,самозащать:14.026812000000001 ,реакцию:14.0325 ,ускользание:14.115775 ,вводимый:14.125849 ,цинкмечать:14.145522 ,активируть:14.156132000000001 ,индуцирование:14.171901 ,самоликвидация:14.172103 ,импульса:14.184118 ,препятствование:14.194229 ,неприменение:14.202572 ,гаах:14.221720999999999
начинаться:начаться:10.261058 ,заканчиваться:10.284636 ,кончаться:11.476621 ,продолжаться:11.528646 ,кончиться:12.027052999999999 ,окончиться:12.209793 ,прекращаться:12.233449 ,завершаться:12.427900000000001 ,возобновляться:12.437414999999998 ,возобновиться:12.454868999999999 ,завершиться:12.599678 ,закончиться:12.886097 ,оканчиваться:12.900697000000001 ,длиться:13.03262 ,прекратиться:13.105925000000001 ,разгар:13.189295 ,происходить:13.356186000000001 ,начало:13.438354 ,сопровождаться:13.45538 ,кончиваться:13.45741 ,продолжавшываться:13.594509 ,продолжиться:13.628796000000001 ,завершиваться:13.70457 ,начать:13.743221 ,закончить:13.743665 ,..с:13.810884999999999 ,предвестниций:13.811834999999999 ,предшествовать:13.822248 ,продолжается:13.88046 ,ознаменовываться:13.926843
предлагать:предложить:9.239538000000001 ,предлагаться:12.425510000000003 ,приглашать:12.713918 ,рекомендовать:12.862689 ,советовать:12.905721 ,соглашаться:13.029001000000001 ,просить:13.135244 ,решать:13.242015 ,отказываться:13.326587 ,посоветовава:13.606182999999998 ,уговорить:13.658782 ,предложение:13.670824999999999 ,пригласить:13.756640999999998 ,поручать:13.912558 ,упросить:13.980464 ,пообещать:13.98849 ,предложением:14.035741 ,хотеть:14.05077 ,предоставлять:14.111894 ,захотеть:14.139297 ,намереваться:14.153854 ,предполагаться:14.161137 ,требовать:14.162507000000002 ,таймшер:14.208894 ,контрпредложение:14.254121999999999 ,поговорим:14.259479 ,макдональд:14.283563 ,облазнить:14.298883 ,соцстрах:14.299913 ,советуться:14.321177000000002
статья:заметка:11.878915999999998 ,уголийский:11.885279 ,статей:11.906002 ,подпункта:11.929527 ,ч.2:11.990836 ,ст.статья:12.015770999999999 ,ч.1:12.05508 ,улож:12.104703 ,статьи:12.118379 ,подпункт:12.148035 ,абзац:12.161611 ,абз:12.237679 ,нак:12.504043 ,продемик:12.514016 ,киевлянине:12.624998 ,зап[иска:12.632689 ,статьеть:12.660901 ,телескопе:12.702255 ,п.2:12.707426 ,коап:12.714642999999999 ,судоправнивать:12.761496000000001 ,статейка:12.776296 ,г[азета:12.802872 ,москвитянине:12.828423999999998 ,логосе:12.894864000000002 ,опубликованить:12.93318 ,таймсе:12.93716 ,цензуре:12.970948 ,записке:12.971182 ,примечания:12.976538999999999
разговор:беседа:8.560044999999999 ,болтовня:12.650369999999999 ,препирание:12.690076 ,разговаривать:12.85051 ,спор:12.882102 ,перебранка:13.022480000000002 ,расспросы:13.0734 ,переговоры:13.137571999999999 ,препирательство:13.150996 ,перепалка:13.185365000000001 ,пререкание:13.235949 ,собеседник:13.360582 ,дискуссия:13.378317000000001 ,перекора:13.400302 ,словоизлияние:13.49821 ,конфиденция:13.569184 ,ссора:13.618754 ,трепотня:13.661477 ,диалог:13.685451 ,пикировка:13.6903 ,рассказ:13.70889 ,полуслов:13.776458 ,рассерждать:13.786151 ,полушутка:13.856753 ,разговоров:13.922615 ,полунамек:13.937581 ,наедине:13.941987999999998 ,речах:13.954815 ,беседовать:13.960433000000002 ,прение:13.963567999999999
закон:законута:11.245778 ,электроэнергетике:11.428823000000001 ,закона:11.451562000000001 ,законамя:11.546896 ,законам:11.550711 ,законом:11.593088999999999 ,законы:11.8579 ,законодательство:11.873458999999999 ,законов:11.907513999999999 ,законами:11.990995000000002 ,закономя:12.002925000000001 ,ветеранах:12.045955 ,кодекса:12.117063 ,законоположение:12.186978 ,правило:12.196043000000001 ,кодекс:12.27913 ,законодательств:12.381601999999999 ,недрах:12.397602000000001 ,фз:12.403323 ,партиях:12.515395 ,приставах:12.525874000000002 ,правилами:12.526413999999999 ,ответственностью:12.554613 ,обществах:12.612070000000001 ,подзаконный:12.740566 ,военнослужащих:12.770124000000001 ,законодательствомя:12.77446 ,законодавца:12.875457 ,регулировании:12.899802 ,учете:12.914060000000001
подумать:думать:9.678277000000001 ,думаться:11.729500000000002 ,соображать:12.044636 ,наверно:12.094514 ,успею:12.113689999999998 ,какая-то:12.138314000000001 ,подумать:12.195333000000002 ,зайду:12.247924999999999 ,бедняг:12.364595999999999 ,придумаловек:12.384473 ,встретимся:12.398686 ,задумываться:12.430847 ,бы.:12.467502 ,засомневаться:12.508895 ,размышлять:12.546465000000001 ,обойдется:12.628238 ,пудать:12.650992 ,сморщась:12.663982 ,подумаю:12.667371 ,раздумывать:12.714982 ,трусяча:12.756224 ,лопухнуться:12.766747 ,помрачнев:12.776472 ,подзаправиться:12.786601999999998 ,иначй-то:12.791916 ,придумаеться:12.799538 ,фу-т:12.80176 ,подосадовать:12.80798 ,хорошенько:12.826179999999999 ,молчаловек:12.842662
